,album,artist_ratio,artists,id,name,popularity,preview_url,title_ratio,uri
111,YHLQMDLG,100.0,Bad Bunny,0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,90.0,https://p.scdn.co/mp3-preview/3575ce15e6727094dc606c9d29e79f5830340172?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0SqqAgdovOE24BzxIClpjw
112,6pc Hot EP,93.0,"6LACK, Lil Baby",7fsNNSLGG8Wi0nFbufCU6L,Know My Rights (feat. Lil Baby),76.0,,97.0,spotify:track:7fsNNSLGG8Wi0nFbufCU6L
113,6pc Hot EP,93.0,"6LACK, Lil Baby",72egvhwWWJiwpq7csSgIzj,Know My Rights (feat. Lil Baby),54.0,,97.0,spotify:track:72egvhwWWJiwpq7csSgIzj
114,Cool Again,100.0,Kane Brown,5P3oaNpPDVLRJsL3152SEs,Cool Again,75.0,https://p.scdn.co/mp3-preview/92c5bdcb716ea4c016ff495c05cb86bcef5d6083?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5P3oaNpPDVLRJsL3152SEs
115,Past Life (with Selena Gomez),95.0,"Trevor Daniel, Selena Gomez",4P6IttK2PRBjyr3fm0pP7t,Past Life (with Selena Gomez),83.0,,95.0,spotify:track:4P6IttK2PRBjyr3fm0pP7t
116,Daisies,100.0,Katy Perry,4uqh9bualXNHXXwO2wPorc,Daisies,84.0,,100.0,spotify:track:4uqh9bualXNHXXwO2wPorc
117,WUNNA,94.0,"Gunna, Young Thug",3nS9a01VvXHQriLqJYwRqG,DOLLAZ ON MY HEAD (feat. Young Thug),85.0,https://p.scdn.co/mp3-preview/c0faf724612433e6a6c2f76047a18165151d0141?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:3nS9a01VvXHQriLqJYwRqG
118,WUNNA,94.0,"Gunna, Young Thug",1g6bPzeIX3L8RystaFTWTX,DOLLAZ ON MY HEAD (feat. Young Thug),48.0,https://p.scdn.co/mp3-preview/81ec33911c0a6b7e651871e62b03078078fb390c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:1g6bPzeIX3L8RystaFTWTX
119,More Than My Hometown,100.0,Morgan Wallen,6FniJZn4agmDtPx1pKZQsa,More Than My Hometown,79.0,https://p.scdn.co/mp3-preview/0ba948f5b352bb88ee2b0fdd829ebc1d30a4d441?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6FniJZn4agmDtPx1pKZQsa
120,Never Will,100.0,Ashley McBryde,47qZzTLLJcuD69AIKnquo4,One Night Standards,72.0,https://p.scdn.co/mp3-preview/8cc02ba1ad542fd8626c06269568ffadbc31be9f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:47qZzTLLJcuD69AIKnquo4
121,Nashville Strong,100.0,Ashley McBryde,6ncmnqW76VJdqvshH9JM3G,One Night Standards,18.0,https://p.scdn.co/mp3-preview/8cc02ba1ad542fd8626c06269568ffadbc31be9f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6ncmnqW76VJdqvshH9JM3G
122,My Turn,91.0,"Lil Baby, 42 Dugg",01JMnRUs2YOK6DDpdQASGY,Grace (feat. 42 Dugg),73.0,,91.0,spotify:track:01JMnRUs2YOK6DDpdQASGY
123,PARTYMOBILE,93.0,"PARTYNEXTDOOR, Rihanna",4HDCLYli2SUdkq9OjmvhSD,BELIEVE IT,83.0,https://p.scdn.co/mp3-preview/c6f33c22314cf938e0706e8a7797d575d46984ac?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4HDCLYli2SUdkq9OjmvhSD
124,Bang!,100.0,AJR,53BHUFdQphHiZUUG3nx9zn,Bang!,73.0,https://p.scdn.co/mp3-preview/d7b9e7373a8bb67695c1f2c68e78f812a0df56c6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:53BHUFdQphHiZUUG3nx9zn
125,THE GOAT,100.0,Polo G,3JKgcAa7r07ocVWcV8bS0H,21,84.0,https://p.scdn.co/mp3-preview/f0b39635838ecaaed12aaca593133ffabb348b05?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3JKgcAa7r07ocVWcV8bS0H
126,HIXTAPE: Vol. 1,82.0,"HIXTAPE, HARDY, Lauren Alaina, Devin Dawson",5FmvaZGd6fulojSToozLRD,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",77.0,https://p.scdn.co/mp3-preview/128553a711f39f9b01586cbccfbf0807c5ffbdb5?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,94.0,spotify:track:5FmvaZGd6fulojSToozLRD
127,After Hours,100.0,The Weeknd,7szuecWAPwGoV1e5vGu8tl,In Your Eyes,91.0,,100.0,spotify:track:7szuecWAPwGoV1e5vGu8tl
128,Pray 4 Love,100.0,Rod Wave,65QRS8iMQ1TsQ93fPZIZ4i,Girl Of My Dreams,75.0,https://p.scdn.co/mp3-preview/4df71caaa520289557c329ea5e0f23a130f78791?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:65QRS8iMQ1TsQ93fPZIZ4i
129,Do It,100.0,Chloe x Halle,1bRjwdtScY2eMe9uMmsOkG,Do It,78.0,https://p.scdn.co/mp3-preview/05aa3fb7a37075b88ed1b7cbe898a52fda30a5da?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1bRjwdtScY2eMe9uMmsOkG
130,Stick That In Your Country Song,100.0,Eric Church,5lH14PEjAXYuMTz0Dd4L1D,Stick That In Your Country Song,65.0,,100.0,spotify:track:5lH14PEjAXYuMTz0Dd4L1D
131,What You See Is What You Get,100.0,Luke Combs,0nYvjcSlCgjcwogQAwIwNp,Lovin' On You,75.0,https://p.scdn.co/mp3-preview/7252259145a5ab56e74b86f73b6059cb8cdf39c0?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0nYvjcSlCgjcwogQAwIwNp
132,Pretty Heart,100.0,Parker McCollum,6vC90OOjZR165Hw8CpsqEm,Pretty Heart,69.0,,100.0,spotify:track:6vC90OOjZR165Hw8CpsqEm
133,Legends Never Die,100.0,Juice WRLD,615vw74T1NebV8pKoutm2J,Righteous,85.0,,100.0,spotify:track:615vw74T1NebV8pKoutm2J
134,Pray 4 Love,95.0,"Rod Wave, ATR Son Son",1ENdcyhqdylaLsPVgB83qq,Rags2Riches (feat. ATR Son Son),83.0,https://p.scdn.co/mp3-preview/3924a0015ee782550102601a7888ed4a5f0e9487?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:1ENdcyhqdylaLsPVgB83qq
135,Pray 4 Love,95.0,"Rod Wave, ATR Son Son",2ukrVULO7ZutLgAtyctY0Z,Rags2Riches (feat. ATR Son Son),42.0,https://p.scdn.co/mp3-preview/522660c063fbe2a1d25df9c3e50b35b078d16279?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:2ukrVULO7ZutLgAtyctY0Z
136,BRELAND EP,100.0,BRELAND,6jGyDvL1Rf4XfwTb25o1HN,My Truck,70.0,https://p.scdn.co/mp3-preview/30aa93c0883184343099a34ced312c1d91cdacdd?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6jGyDvL1Rf4XfwTb25o1HN
137,I Called Mama,100.0,Tim McGraw,3YuvAPidBWldqjagOryo40,I Called Mama,70.0,,100.0,spotify:track:3YuvAPidBWldqjagOryo40
138,Mother's Love: Mother's Day Songs 2020,100.0,Tim McGraw,43iO9eQ1phR0RIeIqDjhq5,I Called Mama,40.0,,100.0,spotify:track:43iO9eQ1phR0RIeIqDjhq5
139,Soundtrack To Summer 2020,100.0,Tim McGraw,0CbTmbKMCYSXa3gFX26jiQ,I Called Mama,24.0,,100.0,spotify:track:0CbTmbKMCYSXa3gFX26jiQ
140,Shotta Flow 5,100.0,NLE Choppa,1orjH4IkSH9VrWmRCToKV8,Shotta Flow 5,82.0,https://p.scdn.co/mp3-preview/e59fe03252f88c4d0320a5b6188d46fbb2b289a8?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1orjH4IkSH9VrWmRCToKV8
141,Shotta Flow 5,100.0,NLE Choppa,3rTKT2zcmrPTcfS0Hqj9lL,Shotta Flow 5,61.0,https://p.scdn.co/mp3-preview/8d6b763aac8200fa1a309c7ca0c7921e99af2caa?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3rTKT2zcmrPTcfS0Hqj9lL
142,Carly Pearce,94.0,"Carly Pearce, Lee Brice",0Al3wN3keprGTSgG8NBwjr,I Hope You’re Happy Now,78.0,,96.0,spotify:track:0Al3wN3keprGTSgG8NBwjr
143,Big Machine: Big Songs Of 2019,94.0,"Carly Pearce, Lee Brice",70bbnfAQrEe77yDsombX1j,I Hope You’re Happy Now,29.0,,96.0,spotify:track:70bbnfAQrEe77yDsombX1j
144,NOW That's What I Call Music Country 13,94.0,"Carly Pearce, Lee Brice",122c0QasldkD0Vr0t44XgL,I Hope You’re Happy Now,12.0,,96.0,spotify:track:122c0QasldkD0Vr0t44XgL
145,Soundtrack To Summer 2020,94.0,"Carly Pearce, Lee Brice",6XDlxXfWvqKDeAUd5lHxQT,I Hope You’re Happy Now,14.0,,96.0,spotify:track:6XDlxXfWvqKDeAUd5lHxQT
146,everything i wanted,100.0,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,88.0,,100.0,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ
147,Snow On Tha Bluff,100.0,J. Cole,1oOEkBNp4zWnkD7nWjJdog,Snow On Tha Bluff,79.0,,100.0,spotify:track:1oOEkBNp4zWnkD7nWjJdog
148,Artist 2.0 (Deluxe),100.0,A Boogie Wit da Hoodie,5XzombolzpiaOSTdj1W0VS,Bleed,78.0,https://p.scdn.co/mp3-preview/04a0daa4b1a3a3abdbcfdff5f2e5d103fc3de246?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5XzombolzpiaOSTdj1W0VS
149,Tommy Lee (feat. Post Malone),94.0,"Tyla Yaweh, Post Malone",5QZKcQDp0tCcvMdyqEciBV,Tommy Lee (feat. Post Malone),85.0,https://p.scdn.co/mp3-preview/43127357fd05bdf7819848a668230c55867d1921?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:5QZKcQDp0tCcvMdyqEciBV
150,Level of Concern,100.0,Twenty One Pilots,6xZ4Q2k2ompmDppyeESIY8,Level of Concern,83.0,https://p.scdn.co/mp3-preview/07c282084563ef61b97b04a0f82b4e7235c8b6ee?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6xZ4Q2k2ompmDppyeESIY8
151,Level of Concern (live from outside),100.0,Twenty One Pilots,1xpn6acMY1KgOwhL0Sz9su,Level of Concern,55.0,https://p.scdn.co/mp3-preview/2bf7337f2a54967606f37c82d84ffb8f0d642a7d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1xpn6acMY1KgOwhL0Sz9su
152,All In,100.0,Lil Baby,1ZRjLZcNTm1vUgrexBp3px,All In,69.0,,100.0,spotify:track:1ZRjLZcNTm1vUgrexBp3px
153,Make It Rain,95.0,"Pop Smoke, Rowdy Rebel",4TgHt7vKCimpywaiKfl0uj,Make It Rain,79.0,,100.0,spotify:track:4TgHt7vKCimpywaiKfl0uj
154,Shoot For The Stars Aim For The Moon,95.0,"Pop Smoke, Rowdy Rebel",71d7LaAgPcNcUopu3OzmP7,Make It Rain (feat. Rowdy Rebel),79.0,,96.0,spotify:track:71d7LaAgPcNcUopu3OzmP7
155,Ride It,100.0,Regard,2tnVG71enUj33Ic2nFN6kZ,Ride It,89.0,https://p.scdn.co/mp3-preview/278c488e5cd64d303bff3cacf7780ba2c045b2e4?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,93.0,spotify:track:2tnVG71enUj33Ic2nFN6kZ
156,Otherside Of America,100.0,Meek Mill,3JBvJ9PwrYA1oeUzI3FMRI,Otherside Of America,75.0,https://p.scdn.co/mp3-preview/2d35691142aed6a0c190ccfe138096f4277e55de?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3JBvJ9PwrYA1oeUzI3FMRI
157,Otherside Of America,100.0,Meek Mill,5vqlgpDrrL2reLZq1YC1dI,Otherside Of America,38.0,https://p.scdn.co/mp3-preview/6642bb67ccd2d3eac6d9a1636623c2cf47d03b3d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5vqlgpDrrL2reLZq1YC1dI
158,Cry Pretty,100.0,Carrie Underwood,4objxuNfJlJHomkRIPa2Y2,Drinking Alone,68.0,,100.0,spotify:track:4objxuNfJlJHomkRIPa2Y2
159,The Man Who Loves You The Most,100.0,Zac Brown Band,58DvikiJcEjow3Skg80yxX,The Man Who Loves You The Most,72.0,https://p.scdn.co/mp3-preview/27c733f3b0d50b5a2d2c7d613806f9765a02aeef?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:58DvikiJcEjow3Skg80yxX
160,Romance,95.0,"Camila Cabello, DaBaby",3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),84.0,https://p.scdn.co/mp3-preview/f4d0ff165605108542de7358547443d1a9f33fe3?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,94.0,spotify:track:3yOlyBJuViE2YSGn3nVE1K
161,Dance Monkey (Stripped Back) / Dance Monkey,100.0,Tones And I,2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,93.0,https://p.scdn.co/mp3-preview/535ffea66207a0fc07d57fbaea7b5594be797f9b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2XU0oxnq2qxCpomAAuJY8K
162,Legends Never Die,94.0,"Juice WRLD, Trippie Redd",7iIzwqG5UxPYwTYUUK4pzU,Tell Me U Luv Me (with Trippie Redd),83.0,,97.0,spotify:track:7iIzwqG5UxPYwTYUUK4pzU
163,Legends Never Die,94.0,"Juice WRLD, Trippie Redd",7whsEqvQtYhDmburjuOV7z,Tell Me U Luv Me (with Trippie Redd),38.0,,97.0,spotify:track:7whsEqvQtYhDmburjuOV7z
164,Sour Candy (with BLACKPINK),93.0,"Lady Gaga, BLACKPINK",6R6ZoHTypt5lt68MWbzZXv,Sour Candy (with BLACKPINK),84.0,,95.0,spotify:track:6R6ZoHTypt5lt68MWbzZXv
165,Chromatica,93.0,"Lady Gaga, BLACKPINK",1IWNylpZ477gIVUDpJL66u,Sour Candy (with BLACKPINK),83.0,,95.0,spotify:track:1IWNylpZ477gIVUDpJL66u
166,Turks,94.0,"NAV, Gunna, Travis Scott",0lSZh5W0wDeurkGzLYY6hf,Turks (feat. Travis Scott),80.0,,91.0,spotify:track:0lSZh5W0wDeurkGzLYY6hf
167,Good Intentions,94.0,"NAV, Gunna, Travis Scott",7IMwEtpAiJanqF6vQteZN2,Turks (with Gunna & ft. Travis Scott),73.0,,91.0,spotify:track:7IMwEtpAiJanqF6vQteZN2
168,WUNNA,94.0,"Gunna, Roddy Ricch",5LHHKZOwV8XW4LJP2C64mw,COOLER THAN A BITCH (feat. Roddy Ricch),80.0,https://p.scdn.co/mp3-preview/1b463690396e5f503768ebd9430170a2e9373f28?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:5LHHKZOwV8XW4LJP2C64mw
169,WUNNA,94.0,"Gunna, Roddy Ricch",0Hf3DyyxvTJoug36OEevUy,COOLER THAN A BITCH (feat. Roddy Ricch),46.0,https://p.scdn.co/mp3-preview/4fb79968499584f1133fdafdac10f30b447b8704?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:0Hf3DyyxvTJoug36OEevUy
170,That Way,100.0,Lil Uzi Vert,5raTDhlbxFDnpn89bxArdH,That Way,77.0,https://p.scdn.co/mp3-preview/0abe28bf4bfbbf9617d4cee43b1cd312f78e11c2?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5raTDhlbxFDnpn89bxArdH
171,Hard Days,100.0,Brantley Gilbert,2AqbOAAgaNRygNIJYcM69I,Hard Days,62.0,,100.0,spotify:track:2AqbOAAgaNRygNIJYcM69I
172,Ticket To L.A.,100.0,Brett Young,53cGGBxGPaRjP0HVUESyW5,Catch,70.0,,100.0,spotify:track:53cGGBxGPaRjP0HVUESyW5
173,High Off Life,97.0,"Future, YoungBoy Never Broke Again",740kQ8xwSGloumdiKR5Cwz,Trillionaire (feat. Youngboy Never Broke Again),75.0,https://p.scdn.co/mp3-preview/18d3b87b0765cd6d8c0a418d6142b3b441c0f8b2?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:740kQ8xwSGloumdiKR5Cwz
174,High Off Life,97.0,"Future, YoungBoy Never Broke Again",5udcahJZJ9FFh1bFflKDZE,Trillionaire (feat. Youngboy Never Broke Again),41.0,https://p.scdn.co/mp3-preview/0ebef19424057a493639f579adb93758c46a37fb?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:5udcahJZJ9FFh1bFflKDZE
175,Worldwide Beautiful,100.0,Kane Brown,431M98gFekRc9HdNfgWc7N,Worldwide Beautiful,72.0,https://p.scdn.co/mp3-preview/728adcd7cdcd80e7075297f802984f8075f4e593?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:431M98gFekRc9HdNfgWc7N
176,Chromatica,100.0,Lady Gaga,7yBbV2k2S2uhaQc24NF2xt,Stupid Love,83.0,,100.0,spotify:track:7yBbV2k2S2uhaQc24NF2xt
177,Music To Be Murdered By,94.0,"Eminem, Juice WRLD",7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),88.0,,94.0,spotify:track:7FIWs0pqAYbP91WWM0vlTQ
178,Chromatica,100.0,Lady Gaga,41A89rj3GoMG6ktN37L7PG,Alice,78.0,,100.0,spotify:track:41A89rj3GoMG6ktN37L7PG
179,Emmanuel,92.0,"Anuel AA, Bad Bunny",06s3QtMJVXw1AJX3UfvZG1,Hasta Que Dios Diga,90.0,https://p.scdn.co/mp3-preview/0ab6784a19b1aaae24a7765085d9ff93a6e8274a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:06s3QtMJVXw1AJX3UfvZG1
180,Lose Somebody,91.0,"Kygo, OneRepublic",7xbWAw3LMgRMn4omR5yVn3,Lose Somebody,88.0,https://p.scdn.co/mp3-preview/c424249e27d2bc82982e8b0ce3fc1d0d63cdaf83?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7xbWAw3LMgRMn4omR5yVn3
181,Golden Hour,91.0,"Kygo, OneRepublic",1sgDyuLooyvEML4oHspNza,Lose Somebody,80.0,https://p.scdn.co/mp3-preview/c424249e27d2bc82982e8b0ce3fc1d0d63cdaf83?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1sgDyuLooyvEML4oHspNza
182,High Off Life,95.0,"Future, Travis Scott",4kfeRwpq5KUaqTkgi4TbDF,Solitaires (feat. Travis Scott),82.0,https://p.scdn.co/mp3-preview/033d899ea32c121a1e4fb1e6608d213e68684708?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:4kfeRwpq5KUaqTkgi4TbDF
183,RITMO (Bad Boys For Life),87.0,"Black Eyed Peas, J Balvin",6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),86.0,https://p.scdn.co/mp3-preview/60e9246623919cb164490957ba79af46ceabe237?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6cy3ki60hLwimwIje7tALf
184,Bad Boys For Life Soundtrack,87.0,"Black Eyed Peas, J Balvin",30eKeIgfOe1ZpXwv3Wuors,RITMO (Bad Boys For Life),54.0,https://p.scdn.co/mp3-preview/922460e994b7b91e877061fde9b687fa17c4fa7b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:30eKeIgfOe1ZpXwv3Wuors
185,Sum 2 Prove,100.0,Lil Baby,2u3EyuCqqV31woqGvO9LBz,Sum 2 Prove,76.0,,100.0,spotify:track:2u3EyuCqqV31woqGvO9LBz
186,My Turn,100.0,Lil Baby,5f4Hy5mw5SRaUgXX9c6P5S,Sum 2 Prove,72.0,,100.0,spotify:track:5f4Hy5mw5SRaUgXX9c6P5S
187,WUNNA,95.0,"Gunna, Travis Scott",4YhJ3a6kBPGJWX4Ek77sDd,TOP FLOOR (feat. Travis Scott),75.0,https://p.scdn.co/mp3-preview/50fb594091b1dfed3ba546bc6ff8b4320f1c54d6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:4YhJ3a6kBPGJWX4Ek77sDd
188,WUNNA,100.0,Gunna,6HY3arOe4dD8UQ0oVDJ18E,WUNNA,75.0,https://p.scdn.co/mp3-preview/42cd6543d7445c0f716b8b5641c4c9f7ef2c50a6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6HY3arOe4dD8UQ0oVDJ18E
189,WUNNA,93.0,"Gunna, Lil Baby",02mYw61RoS1vXvkD9Q5dpN,BLINDFOLD (feat. Lil Baby),72.0,https://p.scdn.co/mp3-preview/ea59d587d6d7902ff4967bdd34a514c9b0e35d47?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:02mYw61RoS1vXvkD9Q5dpN
190,SKYBOX,100.0,Gunna,7GwYENSg87oERcW0Wacd6m,SKYBOX,72.0,https://p.scdn.co/mp3-preview/2b6c705751849e7da94eb07efaa397530e7dbb08?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7GwYENSg87oERcW0Wacd6m
191,WUNNA,100.0,Gunna,4jMPZl0GrSFgbogJ0C6sNG,SKYBOX,70.0,https://p.scdn.co/mp3-preview/7bd239969870959a186fcb1f9fbd95e7955e2c97?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4jMPZl0GrSFgbogJ0C6sNG
192,SKYBOX,100.0,Gunna,604JscnWY4wNi97NWbGflF,SKYBOX,49.0,https://p.scdn.co/mp3-preview/99eb61bf575ea63bf5ef3f0b92fc4f72f4f14234?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:604JscnWY4wNi97NWbGflF
193,WUNNA,100.0,Gunna,4LkEHc33eXcXFQNwxruw7W,ARGENTINA,72.0,https://p.scdn.co/mp3-preview/1bd018f22daae1153bf82c4e543ef38ab91fe1f9?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4LkEHc33eXcXFQNwxruw7W
194,WUNNA,100.0,Gunna,4loM16743hROPC6uIJG6wM,MET GALA,72.0,https://p.scdn.co/mp3-preview/3e1c66233708a16030824da804ffccf8fd837493?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4loM16743hROPC6uIJG6wM
195,D-2,100.0,Agust D,0H4ugk6rhnXmTl47ayy9O5,Daechwita,80.0,https://p.scdn.co/mp3-preview/0247ff04a36d8c6b3a685ba7cb54c8a9f92f025a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0H4ugk6rhnXmTl47ayy9O5
196,WUNNA,100.0,Gunna,2f8y4CuG57UJEmkG3ujd0D,NASTY GIRL / ON CAMERA,72.0,https://p.scdn.co/mp3-preview/cdb2ea6dd3458410d3a0eb188e3ef738589dc59c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2f8y4CuG57UJEmkG3ujd0D
197,WUNNA,100.0,Gunna,5zRdVYr4IKbWtfko6weg2O,NASTY GIRL / ON CAMERA,38.0,https://p.scdn.co/mp3-preview/31c23fb4c336282be1b6d2ed5028c84166ed8f6c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5zRdVYr4IKbWtfko6weg2O
198,WUNNA,100.0,Gunna,0JZUiKHoEDpsLvXfeqbZxV,MOTW,68.0,https://p.scdn.co/mp3-preview/cb3fe7c80469443d77ca9ebebe18cc0819b3e7a6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0JZUiKHoEDpsLvXfeqbZxV
199,WUNNA,100.0,Gunna,3IaxObCWKEaGtIT78GsEpP,GIMMICK,67.0,https://p.scdn.co/mp3-preview/b7c23e3251ce31b686e4e1cacc5871022346629e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3IaxObCWKEaGtIT78GsEpP
200,THE GOAT,94.0,"Polo G, Lil Baby",65jw6GhwQW3Db55PxlPEpS,Be Something (feat. Lil Baby),80.0,https://p.scdn.co/mp3-preview/8c3a5665cedff0a69e93b178e05a037337ef5a7b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:65jw6GhwQW3Db55PxlPEpS
201,THE GOAT,100.0,Polo G,1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,78.0,https://p.scdn.co/mp3-preview/c3a29031fae3d7ec39e63efa734da8595be6a916?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ
202,WUNNA,100.0,Gunna,7qaoXmlsSrndaQeDRPpOeW,FEIGNING,67.0,https://p.scdn.co/mp3-preview/1980c59c035f43bdddd80217f7017f9fc067eff4?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7qaoXmlsSrndaQeDRPpOeW
203,WUNNA,100.0,Gunna,40D33btGqQvisdodHSzYjU,FEIGNING,35.0,https://p.scdn.co/mp3-preview/7a78f067213f583fa5293172862152a6db2f3516?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:40D33btGqQvisdodHSzYjU
204,Divinely Uninspired To A Hellish Extent,100.0,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,91.0,,100.0,spotify:track:7qEHsqek33rTcFNT9PFqLf
205,Perfect Ten,93.0,"Mustard, Roddy Ricch",3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),86.0,,93.0,spotify:track:3QzAOrNlsabgbMwlZt7TAY
206,High Off Life,100.0,Future,6QeUzTuBoasiii8nevDciq,Trapped In The Sun,68.0,https://p.scdn.co/mp3-preview/ff4873333bd9b92860d70cfabcd9d57470cdde04?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6QeUzTuBoasiii8nevDciq
207,High Off Life,100.0,Future,76Lm5zfNYwmy1nd4U678BP,Trapped In The Sun,37.0,https://p.scdn.co/mp3-preview/f95e933d49c1d01e0bde6a2bef809fb81af0a7f0?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:76Lm5zfNYwmy1nd4U678BP
208,High Off Life,95.0,"Future, Lil Uzi Vert",021lWIHJrURZrmvYQ1xcM8,All Bad (feat. Lil Uzi Vert),73.0,https://p.scdn.co/mp3-preview/54ee1f6ad4fe358237de2216e72503ba582a9951?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,93.0,spotify:track:021lWIHJrURZrmvYQ1xcM8
