,album,artist_levenshtein,artists,billboard_SongID,billboard_Unnamed: 0,billboard_artist,billboard_date,billboard_isNew,billboard_lastPos,billboard_peakPos,billboard_rank,billboard_title,billboard_weeks,id,name,popularity,preview_url,title_levenshtein,uri
2282,Burn Slow (feat. Rae Sremmurd),96.0,"Wiz Khalifa, Rae Sremmurd",Burn SlowWiz Khalifa Featuring Rae Sremmurd,24885.0,Wiz Khalifa Featuring Rae Sremmurd,2015-09-26,1.0,0.0,83.0,83.0,Burn Slow,1.0,1otonPYqofxM6B8ejJHXjg,Burn Slow (feat. Rae Sremmurd),45.0,https://p.scdn.co/mp3-preview/94d52329ddd73ae06ccca0a3117e645d0e38ed44?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:1otonPYqofxM6B8ejJHXjg
2283,Do It Again,91.0,"Pia Mia, Chris Brown, Tyga",Do It AgainPia Mia Featuring Chris Brown & Tyga,24887.0,Pia Mia Featuring Chris Brown & Tyga,2015-09-26,0.0,86.0,71.0,85.0,Do It Again,11.0,72Bz4ciRZPBcVSw0nrZDHi,Do It Again,76.0,,100.0,spotify:track:72Bz4ciRZPBcVSw0nrZDHi
2284,Dark Sky Paradise,93.0,"Big Sean, Kanye West, John Legend",One Man Can Change The WorldBig Sean Featuring Kanye West & John Legend,24896.0,Big Sean Featuring Kanye West & John Legend,2015-09-26,0.0,82.0,82.0,94.0,One Man Can Change The World,10.0,731Pa6Gt7GAdADATMSEL0N,One Man Can Change The World,60.0,,100.0,spotify:track:731Pa6Gt7GAdADATMSEL0N
2285,Everything Is 4,100.0,Jason Derulo,CheyenneJason Derulo,24897.0,Jason Derulo,2015-09-26,0.0,81.0,66.0,95.0,Cheyenne,7.0,3EofjRgUI1WrzqqtLb8NoF,Cheyenne,56.0,https://p.scdn.co/mp3-preview/9fe8d6d88dac6af83aac3c305a518df1698ebe3d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3EofjRgUI1WrzqqtLb8NoF
2286,DANCE,95.0,"Disclosure, Sam Smith",OmenDisclosure Featuring Sam Smith,24898.0,Disclosure Featuring Sam Smith,2015-09-26,0.0,89.0,64.0,96.0,Omen,6.0,0eevqtJcpjMZDqOL09NbD4,Omen,18.0,,100.0,spotify:track:0eevqtJcpjMZDqOL09NbD4
2287,Beauty Behind The Madness,100.0,The Weeknd,ShamelessThe Weeknd,24901.0,The Weeknd,2015-09-26,0.0,79.0,79.0,99.0,Shameless,2.0,6C6fHTuFUxVtJpBOOaMvJr,Shameless,67.0,,100.0,spotify:track:6C6fHTuFUxVtJpBOOaMvJr
2288,The Pinkprint (Deluxe),100.0,Nicki Minaj,The Night Is Still YoungNicki Minaj,24902.0,Nicki Minaj,2015-09-26,0.0,98.0,31.0,100.0,The Night Is Still Young,17.0,4bBrKDo8rchikwZOtmXbIH,The Night Is Still Young,63.0,,100.0,spotify:track:4bBrKDo8rchikwZOtmXbIH
2289,Roots,100.0,Imagine Dragons,RootsImagine Dragons,24979.0,Imagine Dragons,2015-09-19,1.0,0.0,77.0,77.0,Roots,1.0,4GITtbZtRCQXhWLMXrWXHt,Roots,64.0,,100.0,spotify:track:4GITtbZtRCQXhWLMXrWXHt
2290,Beauty Behind The Madness,95.0,"The Weeknd, Labrinth",LosersThe Weeknd Featuring Labrinth,24987.0,The Weeknd Featuring Labrinth,2015-09-19,1.0,0.0,85.0,85.0,Losers,1.0,1bAvtmTl0F9loyz9AwPwp7,Losers,61.0,,100.0,spotify:track:1bAvtmTl0F9loyz9AwPwp7
2291,Sunshine & Whiskey,100.0,Frankie Ballard,Young & CrazyFrankie Ballard,24992.0,Frankie Ballard,2015-09-19,0.0,71.0,55.0,90.0,Young & Crazy,15.0,6ll39ALTlddWWQZLjSFlwM,Young & Crazy,57.0,https://p.scdn.co/mp3-preview/994d672bfc3df683d8274da3377d2d98bb858737?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6ll39ALTlddWWQZLjSFlwM
2292,Sounds Good Feels Good (Deluxe),100.0,5 Seconds of Summer,Jet Black Heart5 Seconds Of Summer,24997.0,5 Seconds Of Summer,2015-09-19,1.0,0.0,95.0,95.0,Jet Black Heart,1.0,6U0D8PIh75fnX6T6TWJLxl,Jet Black Heart,60.0,,100.0,spotify:track:6U0D8PIh75fnX6T6TWJLxl
2293,Fifty Shades Freed (Original Motion Picture Soundtrack),100.0,Ellie Goulding,Love Me Like You DoEllie Goulding,25050.0,Ellie Goulding,2015-09-12,0.0,46.0,3.0,48.0,Love Me Like You Do,34.0,0Cy7wt6IlRfBPHXXjmZbcP,Love Me Like You Do,69.0,,100.0,spotify:track:0Cy7wt6IlRfBPHXXjmZbcP
2294,Nasty Freestyle,100.0,T-Wayne,Nasty FreestyleT-Wayne,25060.0,T-Wayne,2015-09-12,0.0,52.0,9.0,58.0,Nasty Freestyle,20.0,0PT7nlpo11hYYyfnBgtilT,Nasty Freestyle,65.0,https://p.scdn.co/mp3-preview/b2e4de6289acd2528655b2da4bb72bf139345009?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0PT7nlpo11hYYyfnBgtilT
2295,Straight Outta Compton,91.0,N.W.A.,Straight Outta ComptonN.W.A,25063.0,N.W.A,2015-09-12,0.0,38.0,38.0,61.0,Straight Outta Compton,2.0,6KIKRz9eSTXdNsGUnomdtW,Straight Outta Compton,70.0,,100.0,spotify:track:6KIKRz9eSTXdNsGUnomdtW
2296,N.W.A. And The Posse,100.0,Eazy-E,Boyz-N-The HoodEazy-E,25067.0,Eazy-E,2015-09-12,0.0,50.0,50.0,65.0,Boyz-N-The Hood,2.0,5RGXoZt1qxmAErdhbyKJKq,Boyz-N-The-Hood,68.0,,93.0,spotify:track:5RGXoZt1qxmAErdhbyKJKq
2297,Full Speed,94.0,"Kid Ink, DeJ Loaf",Be RealKid Ink Featuring DeJ Loaf,25074.0,Kid Ink Featuring DeJ Loaf,2015-09-12,0.0,63.0,43.0,72.0,Be Real,20.0,4fUh9VvKW4shhWN5LfN1Ba,Be Real (feat. DeJ Loaf),55.0,https://p.scdn.co/mp3-preview/43da31fff81fa4c885d2b625a578d92d66f5a048?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,93.0,spotify:track:4fUh9VvKW4shhWN5LfN1Ba
2298,BRINGING BACK THE SUNSHINE,100.0,Blake Shelton,SangriaBlake Shelton,25083.0,Blake Shelton,2015-09-12,0.0,82.0,38.0,81.0,Sangria,20.0,0p1HtkrNYxv0iDfEKwXSTp,Sangria,67.0,https://p.scdn.co/mp3-preview/540d7e610b032958e7e4873e3468106c2a82f761?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0p1HtkrNYxv0iDfEKwXSTp
2299,Michael Ray,100.0,Michael Ray,Kiss You In The MorningMichael Ray,25087.0,Michael Ray,2015-09-12,0.0,76.0,55.0,85.0,Kiss You In The Morning,14.0,6jRcSR1kOPWJYisvkFfjUV,Kiss You in the Morning,54.0,https://p.scdn.co/mp3-preview/9bc7976676d80c3ef88ae27b24634b74b5f83c1b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6jRcSR1kOPWJYisvkFfjUV
2300,Just As I Am (Platinum Edition),100.0,Brantley Gilbert,One Hell Of An AmenBrantley Gilbert,25097.0,Brantley Gilbert,2015-09-12,0.0,91.0,44.0,95.0,One Hell Of An Amen,18.0,2XEl9DfBj88c8p2bdfx1qu,One Hell Of An Amen,59.0,,100.0,spotify:track:2XEl9DfBj88c8p2bdfx1qu
2301,Honeymoon,100.0,Lana Del Rey,High By The BeachLana Del Rey,25099.0,Lana Del Rey,2015-09-12,0.0,65.0,51.0,97.0,High By The Beach,3.0,7g3htkaLz4ETFn0cifwM3y,High By The Beach,66.0,,100.0,spotify:track:7g3htkaLz4ETFn0cifwM3y
2302,Wild Ones (Deluxe),100.0,Kip Moore,I'm To BlameKip Moore,25102.0,Kip Moore,2015-09-12,1.0,0.0,100.0,100.0,I'm To Blame,1.0,15bIuGUsLwF0gxI48HKoEd,I'm To Blame,53.0,,100.0,spotify:track:15bIuGUsLwF0gxI48HKoEd
2303,Queen Of The Clouds,100.0,Tove Lo,Talking BodyTove Lo,25151.0,Tove Lo,2015-09-05,0.0,44.0,12.0,49.0,Talking Body,30.0,2tpfxAXiI52znho4WE3XFA,Talking Body,66.0,,100.0,spotify:track:2tpfxAXiI52znho4WE3XFA
2304,The Outsiders,100.0,Eric Church,Like A Wrecking BallEric Church,25156.0,Eric Church,2015-09-05,0.0,53.0,51.0,54.0,Like A Wrecking Ball,22.0,6hr4weuSidHy2LNMw8UVJ2,Like A Wrecking Ball,62.0,,100.0,spotify:track:6hr4weuSidHy2LNMw8UVJ2
2305,2014 Forest Hills Drive,100.0,J. Cole,Wet DreamzJ. Cole,25191.0,J. Cole,2015-09-05,0.0,86.0,61.0,89.0,Wet Dreamz,20.0,6Ius4TC0L3cN74HT7ENE6e,Wet Dreamz,78.0,https://p.scdn.co/mp3-preview/093fb9677db347b20e33d511c659e4072049680a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6Ius4TC0L3cN74HT7ENE6e
2306,"Old Boots, New Dirt",100.0,Jason Aldean,Tonight Looks Good On YouJason Aldean,25195.0,Jason Aldean,2015-09-05,0.0,79.0,46.0,93.0,Tonight Looks Good On You,18.0,1pm6AoOYO81llP3gwkTAbI,Tonight Looks Good on You,57.0,https://p.scdn.co/mp3-preview/004bfd20078e104d9da1643f85df4c28c6defbda?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1pm6AoOYO81llP3gwkTAbI
2307,"How Many Times (feat. Chris Brown, Lil Wayne & Big Sean)",94.0,"DJ Khaled, Chris Brown, Lil Wayne, Big Sean","How Many TimesDJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",25201.0,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",2015-09-05,0.0,91.0,68.0,99.0,How Many Times,15.0,3uqez7AQId9NZ15UF9QW9M,"How Many Times (feat. Chris Brown, Lil Wayne & Big Sean)",49.0,https://p.scdn.co/mp3-preview/d08b852b93ea530da4fc328fe19c74fdf1a57571?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:3uqez7AQId9NZ15UF9QW9M
2308,Sounds Good Feels Good (Deluxe),100.0,5 Seconds of Summer,Fly Away5 Seconds Of Summer,25202.0,5 Seconds Of Summer,2015-09-05,1.0,0.0,100.0,100.0,Fly Away,1.0,4KpbopdresVvdhe0qUTmj6,Fly Away,48.0,,100.0,spotify:track:4KpbopdresVvdhe0qUTmj6
2309,You Know You Like It,93.0,"DJ Snake, AlunaGeorge",You Know You Like ItDJ Snake & AlunaGeorge,25245.0,DJ Snake & AlunaGeorge,2015-08-29,0.0,40.0,13.0,43.0,You Know You Like It,21.0,57kR5SniQIbsbVoIjjOUDa,You Know You Like It,69.0,,100.0,spotify:track:57kR5SniQIbsbVoIjjOUDa
2310,Descendants (Original TV Movie Soundtrack),100.0,Dove Cameron,If OnlyDove Cameron,25296.0,Dove Cameron,2015-08-29,0.0,99.0,94.0,94.0,If Only,2.0,1mRBJdpIgc3jZH8C3cN2WV,If Only,65.0,,100.0,spotify:track:1mRBJdpIgc3jZH8C3cN2WV
2311,DS2 (Deluxe),100.0,Future,CommasFuture,25297.0,Future,2015-08-29,0.0,86.0,55.0,95.0,Commas,20.0,4aoo6M6VeimaKHd5XwElaK,Commas,38.0,https://p.scdn.co/mp3-preview/1826937aa391533382d5f35b184c9db8cedcf89c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4aoo6M6VeimaKHd5XwElaK
2312,GO:OD AM,100.0,Mac Miller,100 GrandkidsMac Miller,25302.0,Mac Miller,2015-08-29,1.0,0.0,100.0,100.0,100 Grandkids,1.0,4z0PnuB07fxtVZZRWsCfxb,100 Grandkids,63.0,https://p.scdn.co/mp3-preview/c96f69a2a5f2ab346a1fe83c39e77d5efca484a7?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4z0PnuB07fxtVZZRWsCfxb
2313,Montevallo,100.0,Sam Hunt,Take Your TimeSam Hunt,25347.0,Sam Hunt,2015-08-22,0.0,37.0,20.0,45.0,Take Your Time,32.0,6DEaND0SHv3sC11xobZLiy,Take Your Time,68.0,,100.0,spotify:track:6DEaND0SHv3sC11xobZLiy
2314,Trigga Reloaded,100.0,Trey Songz,Slow MotionTrey Songz,25351.0,Trey Songz,2015-08-22,0.0,39.0,26.0,49.0,Slow Motion,26.0,4NYwy0R3NdvORX2B6OZXBT,Slow Motion,72.0,https://p.scdn.co/mp3-preview/0ddfd2c56441f7bf4f9b33730783c9919c8f3e07?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4NYwy0R3NdvORX2B6OZXBT
2315,Charged Up,100.0,Drake,Charged UpDrake,25380.0,Drake,2015-08-22,1.0,0.0,78.0,78.0,Charged Up,1.0,4pc01CAhGKx15PY23uPjHp,Charged Up,46.0,,100.0,spotify:track:4pc01CAhGKx15PY23uPjHp
2316,Bronco,100.0,Canaan Smith,Love You Like ThatCanaan Smith,25386.0,Canaan Smith,2015-08-22,0.0,69.0,46.0,84.0,Love You Like That,20.0,2QVzUws1l5mzZ4v46tGHrC,Love You Like That,63.0,,100.0,spotify:track:2QVzUws1l5mzZ4v46tGHrC
2317,Moonshine in the Trunk,100.0,Brad Paisley,Crushin' ItBrad Paisley,25399.0,Brad Paisley,2015-08-22,0.0,86.0,66.0,97.0,Crushin' It,15.0,3yMVUGqVK5iTTkA8kGChH2,Crushin' It,56.0,https://p.scdn.co/mp3-preview/9c7a0330e9176281b5b2d60317464e61b7b0e38c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3yMVUGqVK5iTTkA8kGChH2
2318,The Album About Nothing,91.0,"Wale, Usher",The MatrimonyWale Featuring Usher,25400.0,Wale Featuring Usher,2015-08-22,0.0,88.0,70.0,98.0,The Matrimony,19.0,7vlPI45Zzzk0palLdKry4k,The Matrimony (feat. Usher),55.0,https://p.scdn.co/mp3-preview/90adbb6ab0287e144fe88b2226b485747c649a6a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:7vlPI45Zzzk0palLdKry4k
2319,Pain Killer,100.0,Little Big Town,Girl CrushLittle Big Town,25444.0,Little Big Town,2015-08-15,0.0,36.0,18.0,42.0,Girl Crush,24.0,11qh54D0PKkBwelpDxxiEU,Girl Crush,68.0,,100.0,spotify:track:11qh54D0PKkBwelpDxxiEU
2320,1000 Forms Of Fear (Deluxe Version),100.0,Sia,Elastic HeartSia,25446.0,Sia,2015-08-15,0.0,41.0,17.0,44.0,Elastic Heart,30.0,5S9lfZu1YF8xKkgSsqL2Bd,Elastic Heart,65.0,https://p.scdn.co/mp3-preview/210b2f8ae1a4c2ecd40673fc3a0095159d821d62?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5S9lfZu1YF8xKkgSsqL2Bd
2321,1989,100.0,Taylor Swift,Shake It OffTaylor Swift,25452.0,Taylor Swift,2015-08-15,0.0,47.0,1.0,50.0,Shake It Off,50.0,5xTtaWoae3wi06K5WfVUUH,Shake It Off,70.0,,100.0,spotify:track:5xTtaWoae3wi06K5WfVUUH
2322,Not An Apology,100.0,Bea Miller,Fire N GoldBea Miller,25480.0,Bea Miller,2015-08-15,1.0,0.0,78.0,78.0,Fire N Gold,1.0,7xAdO0zdl7lGf0ecg4IGhQ,Fire N Gold,60.0,,100.0,spotify:track:7xAdO0zdl7lGf0ecg4IGhQ
2323,The First Time,100.0,Kelsea Ballerini,Love Me Like You Mean ItKelsea Ballerini,25489.0,Kelsea Ballerini,2015-08-15,0.0,76.0,45.0,87.0,Love Me Like You Mean It,18.0,0knbW9EwgSLfNFMWys1mQm,Love Me Like You Mean It,57.0,https://p.scdn.co/mp3-preview/7b23fa8c69cd28ae43875971b45a93043c1f9e46?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0knbW9EwgSLfNFMWys1mQm
2324,Talking Dreams (Deluxe Edition),100.0,Echosmith,BrightEchosmith,25494.0,Echosmith,2015-08-15,0.0,80.0,40.0,92.0,Bright,20.0,3WKg25vrbjJlkhsgl2W4p3,Bright,63.0,https://p.scdn.co/mp3-preview/c0d3296d176d4348b73d1d62fa61eb56e6dcf4aa?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3WKg25vrbjJlkhsgl2W4p3
2325,Southpaw (Music From And Inspired By The Motion Picture),95.0,"Eminem, Gwen Stefani",Kings Never DieEminem Featuring Gwen Stefani,25498.0,Eminem Featuring Gwen Stefani,2015-08-15,0.0,0.0,80.0,96.0,Kings Never Die,2.0,4uX7M3U4I1nsZ7SFM4XNCn,Kings Never Die,64.0,,100.0,spotify:track:4uX7M3U4I1nsZ7SFM4XNCn
2326,Yoga,89.0,"Janelle Monáe, Jidenna",YogaJanelle Monae & Jidenna,25499.0,Janelle Monae & Jidenna,2015-08-15,0.0,87.0,79.0,97.0,Yoga,6.0,3IJCSQoLF4YzPAKaxq2JLb,Yoga,54.0,https://p.scdn.co/mp3-preview/1415fce7905d3addd1f31f68dae877fd272add54?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3IJCSQoLF4YzPAKaxq2JLb
2327,In The Lonely Hour,100.0,Sam Smith,Like I CanSam Smith,25501.0,Sam Smith,2015-08-15,0.0,0.0,99.0,99.0,Like I Can,2.0,2TeLIzFBe3hxkPR5FIQZut,Like I Can,69.0,,100.0,spotify:track:2TeLIzFBe3hxkPR5FIQZut
2328,About To Get Real,100.0,Easton Corbin,Baby Be My Love SongEaston Corbin,25594.0,Easton Corbin,2015-08-08,0.0,72.0,56.0,92.0,Baby Be My Love Song,16.0,6WCqjXvMxAN2yP4dzeoyhF,Baby Be My Love Song,55.0,,100.0,spotify:track:6WCqjXvMxAN2yP4dzeoyhF
2329,Anything Goes,100.0,Florida Georgia Line,Sippin' On FireFlorida Georgia Line,25596.0,Florida Georgia Line,2015-08-08,0.0,85.0,40.0,94.0,Sippin' On Fire,20.0,0H9Q7Vzu8nYRDBZYKbtU8d,Sippin’ On Fire,60.0,,93.0,spotify:track:0H9Q7Vzu8nYRDBZYKbtU8d
2330,DS2 (Deluxe),100.0,Future,Blow A BagFuture,25597.0,Future,2015-08-08,1.0,0.0,95.0,95.0,Blow A Bag,1.0,6ycYqFnXnjMOwMvEMbEpUk,Blow a Bag,54.0,https://p.scdn.co/mp3-preview/11beccefeb4c82a9de57e9d6b809dc210bb1b95c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6ycYqFnXnjMOwMvEMbEpUk
2331,Blurryface,100.0,Twenty One Pilots,Tear In My Hearttwenty one pilots,25598.0,twenty one pilots,2015-08-08,0.0,95.0,82.0,96.0,Tear In My Heart,8.0,3bnVBN67NBEzedqQuWrpP4,Tear in My Heart,73.0,https://p.scdn.co/mp3-preview/46c19d324587898577a1974b8bdc2d5db88a5c65?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3bnVBN67NBEzedqQuWrpP4
2332,Jackie (Deluxe),100.0,Ciara,Dance Like We're Making LoveCiara,25602.0,Ciara,2015-08-08,1.0,0.0,100.0,100.0,Dance Like We're Making Love,1.0,3biFdxByHgUhTbp2dG89zK,Dance Like We're Making Love,54.0,https://p.scdn.co/mp3-preview/f9b153bbde12bfa89741de34b5acd4bc6f10c44a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3biFdxByHgUhTbp2dG89zK
2333,Somebody,96.0,"Natalie La Rose, Jeremih",SomebodyNatalie La Rose Featuring Jeremih,25645.0,Natalie La Rose Featuring Jeremih,2015-08-01,0.0,49.0,10.0,43.0,Somebody,26.0,7ioiB40H9xKs04QtIso2I3,Somebody,64.0,,100.0,spotify:track:7ioiB40H9xKs04QtIso2I3
2334,1989,100.0,Taylor Swift,StyleTaylor Swift,25650.0,Taylor Swift,2015-08-01,0.0,48.0,6.0,48.0,Style,32.0,4lIxdJw6W3Fg4vUIYCB0S5,Style,64.0,,100.0,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5
2335,Summer Forever,100.0,Billy Currington,Don't ItBilly Currington,25684.0,Billy Currington,2015-08-01,0.0,87.0,44.0,82.0,Don't It,20.0,4iLPK8QnOvqm0Azbsk2GDn,Don't It,64.0,,100.0,spotify:track:4iLPK8QnOvqm0Azbsk2GDn
2336,Greatest Hits: Decade #1,100.0,Carrie Underwood,Little Toy GunsCarrie Underwood,25688.0,Carrie Underwood,2015-08-01,0.0,73.0,47.0,86.0,Little Toy Guns,18.0,4lnnde7PnrXR3pUzQKBe6X,Little Toy Guns,52.0,https://p.scdn.co/mp3-preview/0d53fc661e1d46f6ca69b735360edfc19f3d82aa?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4lnnde7PnrXR3pUzQKBe6X
2337,Emotion,100.0,Carly Rae Jepsen,I Really Like YouCarly Rae Jepsen,25695.0,Carly Rae Jepsen,2015-08-01,0.0,92.0,39.0,93.0,I Really Like You,20.0,0PGLRTN0X6DrXh645WJCIY,I Really Like You,65.0,,100.0,spotify:track:0PGLRTN0X6DrXh645WJCIY
2338,Dreams Worth More Than Money,94.0,"Meek Mill, Future",Jump Out The FaceMeek Mill Featuring Future,25700.0,Meek Mill Featuring Future,2015-08-01,0.0,91.0,91.0,98.0,Jump Out The Face,2.0,17AS0y6FnHdYImAPUydAJg,Jump Out the Face (feat. Future),56.0,https://p.scdn.co/mp3-preview/c267b461f4aa6115416a9e3a5f1f62d7550aa61a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:17AS0y6FnHdYImAPUydAJg
