,SongID,Unnamed: 0,artist,date,isNew,lastPos,peakPos,rank,title,weeks
95690,"Son Of A GunJanet Featuring Missy Elliott, P. Diddy & Carly Simon",95690.0,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",2002-02-09,0.0,78.0,28.0,88.0,Son Of A Gun,12.0
95698,FadeStaind,95698.0,Staind,2002-02-09,0.0,90.0,62.0,96.0,Fade,17.0
95702,RunawayNB Ridaz Featuring Angelina,95702.0,NB Ridaz Featuring Angelina,2002-02-09,0.0,97.0,97.0,100.0,Runaway,4.0
95797,With MeLonestar,95797.0,Lonestar,2002-02-02,0.0,92.0,63.0,95.0,With Me,15.0
95801,Thank YouLil Bow Wow Featuring Jagged Edge & Fundisha,95801.0,Lil Bow Wow Featuring Jagged Edge & Fundisha,2002-02-02,0.0,93.0,93.0,99.0,Thank You,5.0
95900,I'm A SurvivorReba,95900.0,Reba,2002-01-26,0.0,97.0,49.0,98.0,I'm A Survivor,19.0
95901,BurnMobb Deep Featuring Vita & Noyd,95901.0,Mobb Deep Featuring Vita & Noyd,2002-01-26,0.0,99.0,99.0,99.0,Burn,2.0
96002,"Do U Wanna Roll (Dolittle Theme)R.L., Snoop Dogg & Lil' Kim",96002.0,"R.L., Snoop Dogg & Lil' Kim",2002-01-19,0.0,98.0,84.0,100.0,Do U Wanna Roll (Dolittle Theme),16.0
96099,The Star Spangled BannerWhitney Houston,96099.0,Whitney Houston,2002-01-12,0.0,80.0,6.0,97.0,The Star Spangled Banner,27.0
96102,Never Too Far/Hero MedleyMariah Carey,96102.0,Mariah Carey,2002-01-12,0.0,92.0,81.0,100.0,Never Too Far/Hero Medley,3.0
96202,God Bless AmericaDaniel Rodriguez,96202.0,Daniel Rodriguez,2002-01-05,0.0,99.0,99.0,100.0,God Bless America,2.0
96299,What IfBabyface,96299.0,Babyface,2001-12-29,0.0,98.0,80.0,97.0,What If,15.0
96397,DiddyP. Diddy Featuring The Neptunes,96397.0,P. Diddy Featuring The Neptunes,2001-12-22,0.0,86.0,66.0,95.0,Diddy,9.0
96399,FreedomPaul McCartney,96399.0,Paul McCartney,2001-12-22,0.0,97.0,97.0,97.0,Freedom,2.0
96401,Every Other TimeLFO,96401.0,LFO,2001-12-22,0.0,94.0,44.0,99.0,Every Other Time,18.0
96596,What's Going OnAll Star Tribute,96596.0,All Star Tribute,2001-12-08,0.0,95.0,27.0,94.0,What's Going On,10.0
96648,"One Minute ManMissy ""Misdemeanor"" Elliott",96648.0,"Missy ""Misdemeanor"" Elliott",2001-12-01,0.0,43.0,15.0,46.0,One Minute Man,21.0
96694,I'm A BelieverSmash Mouth,96694.0,Smash Mouth,2001-12-01,0.0,93.0,25.0,92.0,I'm A Believer,20.0
96890,The WayJill Scott,96890.0,Jill Scott,2001-11-17,0.0,86.0,60.0,88.0,The Way,20.0
96902,ContagiousThe Isley Brothers Featuring Ronald Isley,96902.0,The Isley Brothers Featuring Ronald Isley,2001-11-17,0.0,91.0,19.0,100.0,Contagious,19.0
96998,I'll Fly With You (L'amour Toujours)Gigi D'Agostino,96998.0,Gigi D'Agostino,2001-11-10,0.0,0.0,78.0,96.0,I'll Fly With You (L'amour Toujours),13.0
97054,Someone To Call My LoverJanet,97054.0,Janet,2001-11-03,0.0,42.0,3.0,52.0,Someone To Call My Lover,20.0
97143,When It's OverSugar Ray,97143.0,Sugar Ray,2001-10-27,0.0,35.0,13.0,41.0,When It's Over,22.0
97395,MusicErick Sermon Featuring Marvin Gaye,97395.0,Erick Sermon Featuring Marvin Gaye,2001-10-13,0.0,92.0,22.0,93.0,Music,20.0
97402,John DoePublic Announcement Featuring LeLe,97402.0,Public Announcement Featuring LeLe,2001-10-13,0.0,95.0,95.0,100.0,John Doe,3.0
97487,There You'll BeFaith Hill,97487.0,Faith Hill,2001-10-06,0.0,75.0,10.0,85.0,There You'll Be,20.0
97500,"ShineLil' Wayne Featuring Baby, Mack 10 & Mickey",97500.0,"Lil' Wayne Featuring Baby, Mack 10 & Mickey",2001-10-06,0.0,96.0,96.0,98.0,Shine,3.0
97502,We Need A ResolutionAaliyah Featuring Timbaland,97502.0,Aaliyah Featuring Timbaland,2001-10-06,0.0,99.0,59.0,100.0,We Need A Resolution,16.0
97602,What It IsViolator Featuring Busta Rhymes,97602.0,Violator Featuring Busta Rhymes,2001-09-29,0.0,88.0,63.0,100.0,What It Is,14.0
97691,DowntimeJo Dee Messina,97691.0,Jo Dee Messina,2001-09-22,0.0,84.0,46.0,89.0,Downtime,15.0
97692,This Is MeDream,97692.0,Dream,2001-09-22,0.0,86.0,39.0,90.0,This Is Me,20.0
97699,She's All I GotJimmy Cozier,97699.0,Jimmy Cozier,2001-09-22,0.0,88.0,26.0,97.0,She's All I Got,15.0
97900,Ghetto GirlsLil Bow Wow,97900.0,Lil Bow Wow,2001-09-08,0.0,100.0,91.0,98.0,Ghetto Girls,4.0
97901,Pop'N Sync,97901.0,'N Sync,2001-09-08,0.0,90.0,19.0,99.0,Pop,15.0
97902,"Bia' Bia'Lil Jon & The East Side Boyz Featuring Ludacris, Too Short, Big Kap & Chyna Whyte",97902.0,"Lil Jon & The East Side Boyz Featuring Ludacris, Too Short, Big Kap & Chyna Whyte",2001-09-08,0.0,94.0,94.0,100.0,Bia' Bia',3.0
97999,AngelLionel Richie,97999.0,Lionel Richie,2001-09-01,0.0,98.0,70.0,97.0,Angel,18.0
98001,"Baby, Come Over (This Is Our Night)Samantha Mumba",98001.0,Samantha Mumba,2001-09-01,0.0,100.0,49.0,99.0,"Baby, Come Over (This Is Our Night)",17.0
98052,Superwoman Pt. IILil' Mo Featuring Fabolous,98052.0,Lil' Mo Featuring Fabolous,2001-08-25,0.0,42.0,11.0,50.0,Superwoman Pt. II,22.0
98060,"Lady MarmaladeChristina Aguilera, Lil' Kim, Mya & P!nk",98060.0,"Christina Aguilera, Lil' Kim, Mya & P!nk",2001-08-25,0.0,51.0,1.0,58.0,Lady Marmalade,20.0
98152,FiestaR. Kelly Featuring Jay-Z,98152.0,R. Kelly Featuring Jay-Z,2001-08-18,0.0,43.0,6.0,50.0,Fiesta,21.0
98191,PlayJennifer Lopez,98191.0,Jennifer Lopez,2001-08-18,0.0,86.0,18.0,89.0,Play,20.0
98199,Miss CaliforniaDante Thomas Featuring Pras,98199.0,Dante Thomas Featuring Pras,2001-08-18,0.0,88.0,85.0,97.0,Miss California,6.0
98201,My BabyLil' Romeo,98201.0,Lil' Romeo,2001-08-18,0.0,85.0,3.0,99.0,My Baby,14.0
98251,All For YouJanet,98251.0,Janet,2001-08-11,0.0,43.0,1.0,49.0,All For You,22.0
98392,Just A Baby BoySnoop Dogg Featuring Tyrese & Mr. Tan,98392.0,Snoop Dogg Featuring Tyrese & Mr. Tan,2001-08-04,0.0,90.0,90.0,90.0,Just A Baby Boy,4.0
98501,Maybe I DeserveTank,98501.0,Tank,2001-07-28,0.0,91.0,38.0,99.0,Maybe I Deserve,20.0
98599,"Let's Get ItThree The... G. Dep, P. Diddy & Black Rob",98599.0,"Three The... G. Dep, P. Diddy & Black Rob",2001-07-21,0.0,88.0,80.0,97.0,Let's Get It,9.0
98602,Until The End Of Time2Pac,98602.0,2Pac,2001-07-21,0.0,92.0,52.0,100.0,Until The End Of Time,14.0
98695,Oochie WallyQB Finest Featuring Nas & Bravehearts,98695.0,QB Finest Featuring Nas & Bravehearts,2001-07-14,0.0,91.0,26.0,93.0,Oochie Wally,20.0
98696,Dream OnDepeche Mode,98696.0,Depeche Mode,2001-07-14,0.0,93.0,85.0,94.0,Dream On,10.0
98698,If I Fall You're Going Down With MeDixie Chicks,98698.0,Dixie Chicks,2001-07-14,0.0,96.0,38.0,96.0,If I Fall You're Going Down With Me,18.0
98748,South SideMoby Featuring Gwen Stefani,98748.0,Moby Featuring Gwen Stefani,2001-07-07,0.0,39.0,14.0,46.0,South Side,32.0
98752,LoveMusiq Soulchild,98752.0,Musiq Soulchild,2001-07-07,0.0,51.0,24.0,50.0,Love,21.0
98846,StutterJoe Featuring Mystikal,98846.0,Joe Featuring Mystikal,2001-06-30,0.0,27.0,1.0,44.0,Stutter,26.0
98900,Get Over YourselfEden's Crush,98900.0,Eden's Crush,2001-06-30,0.0,93.0,8.0,98.0,Get Over Yourself,14.0
98949,AgainLenny Kravitz,98949.0,Lenny Kravitz,2001-06-23,0.0,35.0,4.0,47.0,Again,32.0
99002,LoadedRicky Martin,99002.0,Ricky Martin,2001-06-23,0.0,97.0,97.0,100.0,Loaded,2.0
99082,BizounceOlivia,99082.0,Olivia,2001-06-16,0.0,77.0,15.0,80.0,Bizounce,14.0
99199,Around The World (La La La La La)ATC,99199.0,ATC,2001-06-09,0.0,95.0,28.0,97.0,Around The World (La La La La La),18.0
99283,Southern HospitalityLudacris,99283.0,Ludacris,2001-06-02,0.0,74.0,23.0,81.0,Southern Hospitality,20.0
99302,OutsideAaron Lewis Of Staind With Fred Durst,99302.0,Aaron Lewis Of Staind With Fred Durst,2001-06-02,0.0,95.0,56.0,100.0,Outside,19.0
99345,CrazyK-Ci & JoJo,99345.0,K-Ci & JoJo,2001-05-26,0.0,37.0,11.0,43.0,Crazy,25.0
99394,Puppy LoveLil Bow Wow Featuring Jagged Edge,99394.0,Lil Bow Wow Featuring Jagged Edge,2001-05-26,0.0,80.0,75.0,92.0,Puppy Love,7.0
99399,She Misses HimTim Rushlow,99399.0,Tim Rushlow,2001-05-26,0.0,89.0,59.0,97.0,She Misses Him,11.0
99496,Request LineThe Black Eyed Peas Featuring Macy Gray,99496.0,The Black Eyed Peas Featuring Macy Gray,2001-05-19,0.0,88.0,63.0,94.0,Request Line,8.0
99497,ChickenheadProject Pat,99497.0,Project Pat,2001-05-19,0.0,94.0,87.0,95.0,Chickenhead,12.0
99501,FreeMya,99501.0,Mya,2001-05-19,0.0,93.0,42.0,99.0,Free,16.0
99502,Just Another GirlMonica,99502.0,Monica,2001-05-19,0.0,99.0,64.0,100.0,Just Another Girl,13.0
99602,You Make Me SickP!nk,99602.0,P!nk,2001-05-12,0.0,96.0,33.0,100.0,You Make Me Sick,19.0
99801,"Like, Wow!Leslie Carter",99801.0,Leslie Carter,2001-04-28,1.0,0.0,99.0,99.0,"Like, Wow!",1.0
99846,"It Wasn't MeShaggy Feat. Ricardo ""RikRok"" Ducent",99846.0,"Shaggy Feat. Ricardo ""RikRok"" Ducent",2001-04-21,0.0,33.0,1.0,44.0,It Wasn't Me,25.0
99894,Bow Wow (That's My Name)Lil Bow Wow,99894.0,Lil Bow Wow,2001-04-21,0.0,84.0,21.0,92.0,Bow Wow (That's My Name),20.0
99897,My Everything98 Degrees,99897.0,98 Degrees,2001-04-21,0.0,98.0,34.0,95.0,My Everything,20.0
99996,BurnJo Dee Messina,99996.0,Jo Dee Messina,2001-04-14,0.0,89.0,42.0,94.0,Burn,20.0
100048,He Loves U NotDream,100048.0,Dream,2001-04-07,0.0,38.0,2.0,46.0,He Loves U Not,28.0
100131,Independent Women Part IDestiny's Child,100131.0,Destiny's Child,2001-03-24,0.0,22.0,1.0,29.0,Independent Women Part I,27.0
100151,This I Promise You'N Sync,100151.0,'N Sync,2001-03-24,0.0,41.0,5.0,49.0,This I Promise You,26.0
100192,Wild HorsesGarth Brooks,100192.0,Garth Brooks,2001-03-24,0.0,78.0,50.0,90.0,Wild Horses,14.0
100198,Tell HerLonestar,100198.0,Lonestar,2001-03-24,0.0,93.0,39.0,96.0,Tell Her,19.0
100302,Get Crunked UpIconz Featuring Tony Manshino,100302.0,Iconz Featuring Tony Manshino,2001-03-17,0.0,93.0,93.0,100.0,Get Crunked Up,5.0
100325,Case Of The Ex (Whatcha Gonna Do)Mya,100325.0,Mya,2001-03-03,0.0,24.0,2.0,23.0,Case Of The Ex (Whatcha Gonna Do),29.0
100381,Project ChickCash Money Millionaires,100381.0,Cash Money Millionaires,2001-03-03,0.0,77.0,47.0,79.0,Project Chick,12.0
100393,Snoop DoggSnoop Dogg,100393.0,Snoop Dogg,2001-03-03,0.0,90.0,77.0,91.0,Snoop Dogg,5.0
100395,Cha-Cha SlideMr. C The Slide Man,100395.0,Mr. C The Slide Man,2001-03-03,0.0,88.0,83.0,93.0,Cha-Cha Slide,9.0
100401,XXzibit,100401.0,Xzibit,2001-03-03,0.0,91.0,76.0,99.0,X,10.0
100450,I WishR. Kelly,100450.0,R. Kelly,2001-02-24,0.0,46.0,14.0,48.0,I Wish,22.0
100470,Just Friends (Sunny)Musiq,100470.0,Musiq,2001-02-24,0.0,58.0,31.0,68.0,Just Friends (Sunny),20.0
100499,You All DatBaha Men With Imani Coppola,100499.0,Baha Men With Imani Coppola,2001-02-24,0.0,96.0,94.0,97.0,You All Dat,4.0
100502,GeorgiaCarolyn Dawn Johnson,100502.0,Carolyn Dawn Johnson,2001-02-24,0.0,98.0,98.0,100.0,Georgia,5.0
100556,Without YouDixie Chicks,100556.0,Dixie Chicks,2001-02-17,0.0,51.0,31.0,54.0,Without You,20.0
100651,Dance With MeDebelah Morgan,100651.0,Debelah Morgan,2001-02-10,0.0,33.0,8.0,49.0,Dance With Me,29.0
100692,MamacitaPublic Announcement,100692.0,Public Announcement,2001-02-10,0.0,82.0,39.0,90.0,Mamacita,8.0
100698,911Wyclef Jean Featuring Mary J. Blige,100698.0,Wyclef Jean Featuring Mary J. Blige,2001-02-10,0.0,85.0,38.0,96.0,911,19.0
100796,OklahomaBilly Gilman,100796.0,Billy Gilman,2001-02-03,0.0,94.0,63.0,94.0,Oklahoma,13.0
100802,She BangsRicky Martin,100802.0,Ricky Martin,2001-02-03,0.0,92.0,12.0,100.0,She Bangs,18.0
100855,Between Me And YouJa Rule Featuring Christina Milian,100855.0,Ja Rule Featuring Christina Milian,2001-01-27,0.0,42.0,11.0,53.0,Between Me And You,20.0
100901,LiarProfyle,100901.0,Profyle,2001-01-27,0.0,94.0,14.0,99.0,Liar,20.0
100946,MusicMadonna,100946.0,Madonna,2001-01-20,0.0,29.0,1.0,44.0,Music,24.0
100976,The Little GirlJohn Michael Montgomery,100976.0,John Michael Montgomery,2001-01-20,0.0,74.0,35.0,74.0,The Little Girl,20.0
100994,Original PranksterThe Offspring,100994.0,The Offspring,2001-01-20,0.0,89.0,70.0,92.0,Original Prankster,9.0
101002,Bouncing Off The Ceiling (Upside Down)A*Teens,101002.0,A*Teens,2001-01-20,0.0,93.0,93.0,100.0,Bouncing Off The Ceiling (Upside Down),3.0
101099,Go OnGeorge Strait,101099.0,George Strait,2001-01-13,0.0,0.0,40.0,97.0,Go On,20.0
101167,Where Are You Christmas?Faith Hill,101167.0,Faith Hill,2001-01-06,1.0,0.0,65.0,65.0,Where Are You Christmas?,1.0
101200,I KnowSunday,101200.0,Sunday,2001-01-06,0.0,98.0,98.0,98.0,I Know,2.0
101202,All Good?De La Soul Featuring Chaka Khan,101202.0,De La Soul Featuring Chaka Khan,2001-01-06,0.0,96.0,96.0,100.0,All Good?,3.0
101268,Bag LadyErykah Badu,101268.0,Erykah Badu,2000-12-30,0.0,56.0,6.0,66.0,Bag Lady,20.0
101296,Give Me Just One Night (Una Noche)98 Degrees,101296.0,98 Degrees,2000-12-30,0.0,93.0,2.0,94.0,Give Me Just One Night (Una Noche),20.0
101340,No MoreRuff Endz,101340.0,Ruff Endz,2000-12-23,0.0,33.0,5.0,38.0,No More,26.0
101346,Come On Over Baby (All I Want Is You)Christina Aguilera,101346.0,Christina Aguilera,2000-12-23,0.0,43.0,1.0,44.0,Come On Over Baby (All I Want Is You),21.0
101402,Do YouFunkmaster Flex Featuring DMX,101402.0,Funkmaster Flex Featuring DMX,2000-12-23,0.0,94.0,91.0,100.0,Do You,7.0
101447,FadedSoulDecision Featuring Thrust,101447.0,SoulDecision Featuring Thrust,2000-12-09,0.0,38.0,22.0,45.0,Faded,23.0
101481,Pop Ya CollarUsher,101481.0,Usher,2000-12-09,0.0,62.0,60.0,79.0,Pop Ya Collar,6.0
101502,Where I Wanna BeDamizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,101502.0,Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,2000-12-09,0.0,99.0,95.0,100.0,Where I Wanna Be,5.0
101643,Doesn't Really MatterJanet,101643.0,Janet,2000-11-25,0.0,40.0,1.0,41.0,Doesn't Really Matter,24.0
101796,Hey PapiJay-Z Featuring Memphis Bleek & Amil,101796.0,Jay-Z Featuring Memphis Bleek & Amil,2000-11-18,0.0,88.0,76.0,94.0,Hey Papi,15.0
101799,Don't Call Me BabyMadison Avenue,101799.0,Madison Avenue,2000-11-18,0.0,90.0,88.0,97.0,Don't Call Me Baby,20.0
101800,SouljasMaster P,101800.0,Master P,2000-11-18,1.0,0.0,98.0,98.0,Souljas,1.0
101902,What You WantDMX Featuring Sisqo,101902.0,DMX Featuring Sisqo,2000-11-11,0.0,99.0,49.0,100.0,What You Want,20.0
101951,Desert RoseSting Featuring Cheb Mami,101951.0,Sting Featuring Cheb Mami,2000-11-04,0.0,42.0,17.0,49.0,Desert Rose,26.0
101961,That's The WayJo Dee Messina,101961.0,Jo Dee Messina,2000-11-04,0.0,51.0,25.0,59.0,That's The Way,20.0
102099,Could I Have This Kiss ForeverWhitney Houston & Enrique Iglesias,102099.0,Whitney Houston & Enrique Iglesias,2000-10-28,0.0,0.0,52.0,97.0,Could I Have This Kiss Forever,19.0
102101,Toca's MiracleFragma,102101.0,Fragma,2000-10-28,1.0,0.0,99.0,99.0,Toca's Miracle,1.0
102145,Try AgainAaliyah,102145.0,Aaliyah,2000-10-21,0.0,36.0,1.0,43.0,Try Again,32.0
102150,It's Gonna Be Me'N Sync,102150.0,'N Sync,2000-10-21,0.0,38.0,1.0,48.0,It's Gonna Be Me,25.0
102392,WhateverIdeal Featuring Lil' Mo,102392.0,Ideal Featuring Lil' Mo,2000-10-07,0.0,92.0,47.0,90.0,Whatever,18.0
102437,Purest Of Pain (A Puro Dolor)Son By Four,102437.0,Son By Four,2000-09-30,0.0,39.0,26.0,35.0,Purest Of Pain (A Puro Dolor),26.0
102601,Ta DaLil' Mo,102601.0,Lil' Mo,2000-09-23,0.0,95.0,95.0,99.0,Ta Da,7.0
102602,I'll BeReba McEntire,102602.0,Reba McEntire,2000-09-23,0.0,94.0,51.0,100.0,I'll Be,20.0
102902,The OneBackstreet Boys,102902.0,Backstreet Boys,2000-09-02,0.0,93.0,30.0,100.0,The One,15.0
102993,Cold Day In JulyDixie Chicks,102993.0,Dixie Chicks,2000-08-26,0.0,84.0,65.0,91.0,Cold Day In July,10.0
102998,West Side StoryLFO,102998.0,LFO,2000-08-26,0.0,88.0,84.0,96.0,West Side Story,4.0
103061,Yes!Chad Brock,103061.0,Chad Brock,2000-08-19,0.0,53.0,22.0,59.0,Yes!,20.0
103088,Better Off AloneAlice Deejay,103088.0,Alice Deejay,2000-08-19,0.0,79.0,27.0,86.0,Better Off Alone,20.0
103158,Swear It AgainWestlife,103158.0,Westlife,2000-08-12,0.0,45.0,20.0,56.0,Swear It Again,20.0
103197,Got It AllEve & Jadakiss,103197.0,Eve & Jadakiss,2000-08-12,0.0,91.0,88.0,95.0,Got It All,5.0
103285,UnconditionalClay Davidson,103285.0,Clay Davidson,2000-08-05,0.0,63.0,49.0,83.0,Unconditional,20.0
103299,Best Of MeMya Featuring Jadakiss,103299.0,Mya Featuring Jadakiss,2000-08-05,0.0,94.0,50.0,97.0,Best Of Me,17.0
103301,"Take ThatTorrey Carter Featuring Missy ""Misdemeanor"" Elliott",103301.0,"Torrey Carter Featuring Missy ""Misdemeanor"" Elliott",2000-08-05,0.0,87.0,86.0,99.0,Take That,7.0
103302,Dancing QueenA*Teens,103302.0,A*Teens,2000-08-05,0.0,95.0,95.0,100.0,Dancing Queen,5.0
103399,"Shut UpTrick Daddy Featuring Duece Poppito, Trina, Co",103399.0,"Trick Daddy Featuring Duece Poppito, Trina, Co",2000-07-29,0.0,92.0,83.0,97.0,Shut Up,11.0
103400,3 Little WordsNu Flavor,103400.0,Nu Flavor,2000-07-29,0.0,97.0,89.0,98.0,3 Little Words,9.0
103401,Someday Out Of The BlueElton John,103401.0,Elton John,2000-07-29,0.0,94.0,49.0,99.0,Someday Out Of The Blue,15.0
103493,Buy Me A RoseKenny Rogers With Alison Krauss & Billy Dean,103493.0,Kenny Rogers With Alison Krauss & Billy Dean,2000-07-22,0.0,88.0,40.0,91.0,Buy Me A Rose,20.0
103602,MonicaBefore Dark,103602.0,Before Dark,2000-07-15,0.0,91.0,77.0,100.0,Monica,9.0
103694,MoreTrace Adkins,103694.0,Trace Adkins,2000-07-08,0.0,83.0,65.0,92.0,More,11.0
103701,Got BeefSnoop Dogg Presents Tha Eastsidaz Featuring Jayo Felony And Blaqthoven,103701.0,Snoop Dogg Presents Tha Eastsidaz Featuring Jayo Felony And Blaqthoven,2000-07-08,0.0,99.0,99.0,99.0,Got Beef,2.0
103742,Bye Bye Bye'N Sync,103742.0,'N Sync,2000-07-01,0.0,34.0,4.0,40.0,Bye Bye Bye,23.0
103900,Goodbye EarlDixie Chicks,103900.0,Dixie Chicks,2000-06-24,0.0,96.0,19.0,98.0,Goodbye Earl,15.0
103948,Never Let You GoThird Eye Blind,103948.0,Third Eye Blind,2000-06-17,0.0,45.0,14.0,46.0,Never Let You Go,22.0
104002,Give Me YouMary J. Blige,104002.0,Mary J. Blige,2000-06-17,0.0,0.0,68.0,100.0,Give Me You,9.0
104091,I Like ItSammie,104091.0,Sammie,2000-06-10,0.0,91.0,24.0,89.0,I Like It,20.0
104202,Love Sets You FreeKelly Price & Friends,104202.0,Kelly Price & Friends,2000-06-03,0.0,98.0,91.0,100.0,Love Sets You Free,4.0
104398,No MercyTy Herndon,104398.0,Ty Herndon,2000-05-20,0.0,95.0,92.0,96.0,No Mercy,8.0
104502,I Need A Hot GirlHot Boys,104502.0,Hot Boys,2000-05-13,0.0,95.0,65.0,100.0,I Need A Hot Girl,13.0
104544,Bring It All To MeBlaque,104544.0,Blaque,2000-05-06,0.0,32.0,5.0,42.0,Bring It All To Me,29.0
104595,Where You AreJessica Simpson Featuring Nick Lachey,104595.0,Jessica Simpson Featuring Nick Lachey,2000-05-06,0.0,76.0,62.0,93.0,Where You Are,6.0
104600,It WasChely Wright,104600.0,Chely Wright,2000-05-06,0.0,85.0,64.0,98.0,It Was,10.0
104602,U Don't Love MeKumbia Kings Featuring A.B. Quintanilla,104602.0,Kumbia Kings Featuring A.B. Quintanilla,2000-05-06,0.0,89.0,62.0,100.0,U Don't Love Me,10.0
104693,SmileLonestar,104693.0,Lonestar,2000-04-29,0.0,85.0,39.0,91.0,Smile,20.0
104699,"Ryde Or Die, ChickThe Lox Featuring Timbaland And EVE",104699.0,The Lox Featuring Timbaland And EVE,2000-04-29,0.0,97.0,73.0,97.0,"Ryde Or Die, Chick",7.0
104790,Blue (Da Ba Dee)Eiffel 65,104790.0,Eiffel 65,2000-04-22,0.0,76.0,6.0,88.0,Blue (Da Ba Dee),20.0
104791,Thank God I Found YouMariah Carey Featuring Joe & 98 Degrees,104791.0,Mariah Carey Featuring Joe & 98 Degrees,2000-04-22,0.0,82.0,1.0,89.0,Thank God I Found You,20.0
104801,Love Is BlindEve Featuring Faith Evans,104801.0,Eve Featuring Faith Evans,2000-04-22,0.0,87.0,34.0,99.0,Love Is Blind,16.0
104840,"Hot BoyzMissy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",104840.0,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",2000-04-15,0.0,30.0,5.0,38.0,Hot Boyz,21.0
104894,AnythingJAY-Z,104894.0,JAY-Z,2000-04-15,0.0,86.0,55.0,92.0,Anything,8.0
104897,No Leaf CloverMetallica,104897.0,Metallica,2000-04-15,0.0,95.0,74.0,95.0,No Leaf Clover,10.0
104901,One Night StandJ-Shin Featuring LaTocha Scott,104901.0,J-Shin Featuring LaTocha Scott,2000-04-15,0.0,88.0,34.0,99.0,One Night Stand,17.0
104961,Cowboy Take Me AwayDixie Chicks,104961.0,Dixie Chicks,2000-04-08,0.0,59.0,27.0,59.0,Cowboy Take Me Away,20.0
104996,G'd UpSnoop Dogg Presents Tha Eastsidaz,104996.0,Snoop Dogg Presents Tha Eastsidaz,2000-04-08,0.0,90.0,47.0,94.0,G'd Up,14.0
105179,Do What You Gotta DoGarth Brooks,105179.0,Garth Brooks,2000-03-25,0.0,69.0,69.0,77.0,Do What You Gotta Do,6.0
105289,24/7Kevon Edmonds,105289.0,Kevon Edmonds,2000-03-18,0.0,84.0,10.0,87.0,24/7,20.0
105299,Get UpAmel Larrieux,105299.0,Amel Larrieux,2000-03-18,0.0,97.0,97.0,97.0,Get Up,3.0
105373,What Do You SayReba,105373.0,Reba,2000-03-11,0.0,68.0,31.0,71.0,What Do You Say,20.0
105388,CandyMandy Moore,105388.0,Mandy Moore,2000-03-11,0.0,89.0,41.0,86.0,Candy,20.0
105397,Do It Again (Put Ya Hands Up)Jay-Z Featuring Beanie Sigel & Amil,105397.0,Jay-Z Featuring Beanie Sigel & Amil,2000-03-11,0.0,96.0,65.0,95.0,Do It Again (Put Ya Hands Up),9.0
105401,Best FriendPuff Daddy Featuring Mario Winans & Hezekiah Walker & The Love Fe,105401.0,Puff Daddy Featuring Mario Winans & Hezekiah Walker & The Love Fe,2000-03-11,0.0,79.0,59.0,99.0,Best Friend,5.0
105458,Got Your MoneyOl' Dirty Bastard Featuring Kelis,105458.0,Ol' Dirty Bastard Featuring Kelis,2000-03-04,0.0,57.0,33.0,56.0,Got Your Money,20.0
105577,Dancin'Guy,105577.0,Guy,2000-02-19,0.0,68.0,19.0,75.0,Dancin',10.0
105580,Stay The NightIMx,105580.0,IMx,2000-02-19,0.0,79.0,23.0,78.0,Stay The Night,20.0
105596,Deep InsideMary J. Blige,105596.0,Mary J. Blige,2000-02-19,0.0,85.0,63.0,94.0,Deep Inside,15.0
105696,"4, 5, 6Sole Featuring JT Money & Kandi",105696.0,Sole Featuring JT Money & Kandi,2000-02-12,0.0,95.0,21.0,94.0,"4, 5, 6",16.0
105697,Tha Block Is HotLil' Wayne Featuring Juvenile & B.G.,105697.0,Lil' Wayne Featuring Juvenile & B.G.,2000-02-12,0.0,87.0,72.0,95.0,Tha Block Is Hot,11.0
105699,L.A. SongBeth Hart,105699.0,Beth Hart,2000-02-12,0.0,91.0,90.0,97.0,L.A. Song,12.0
105700,"Live, Laugh, LoveClay Walker",105700.0,Clay Walker,2000-02-12,0.0,92.0,74.0,98.0,"Live, Laugh, Love",11.0
105782,Satisfy YouPuff Daddy Featuring R. Kelly,105782.0,Puff Daddy Featuring R. Kelly,2000-02-05,0.0,66.0,2.0,80.0,Satisfy You,20.0
105984,"Bling BlingB.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",105984.0,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",2000-01-22,0.0,59.0,36.0,82.0,Bling Bling,19.0
105993,Notorious B.I.G.The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,105993.0,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,2000-01-22,0.0,88.0,82.0,91.0,Notorious B.I.G.,7.0
106080,15 MinutesMarc Nelson,106080.0,Marc Nelson,2000-01-15,0.0,67.0,27.0,78.0,15 Minutes,16.0
106081,This Gift98 Degrees,106081.0,98 Degrees,2000-01-15,0.0,49.0,49.0,79.0,This Gift,3.0
106094,A Country Boy Can Survive (Y2K Version)Chad Brock With Hank Williams Jr. & George Jones,106094.0,Chad Brock With Hank Williams Jr. & George Jones,2000-01-15,0.0,75.0,75.0,92.0,A Country Boy Can Survive (Y2K Version),3.0
